full_text,final_cleaned,sentiment
IKN Nusantara Cermin Jati Diri Bangsa! Dengan nama dan konsep yang mengakar pada budaya IKN mencerminkan semangat persatuan dan kekayaan Indonesia. #NusantaraKebanggaanKita #IKNBersatu #CerminIndonesia ,nusantara cermin jati bangsa nama konsep akar budaya cermin semangat kaya indonesia,positif
IKN: Kota Hijau Ramah Lingkungan Dibangun dengan konsep smart city dan green city IKN menjadi simbol komitmen Indonesia terhadap masa depan yang lestari dan bersih. #IKNHijau #SmartCityNusantara #KotaBersih ,kota hijau ramah lingkung bangun konsep simbol komitmen indonesia hadap lestari bersih,positif
Bukan Sekadar Pindah Ibu Kota Tapi Sebar Keadilan! IKN hadir untuk mendorong pertumbuhan ekonomi yang merata di luar Jawa. Saatnya pembangunan tak terpusat! #IKNUntukSemua #PembangunanMerata #NusantaraBangkit ,pindah kota sebar adil hadir dorong tumbuh ekonomi bangun pusat,positif
Pembangunan IKN adalah langkah strategis menuju Indonesia yang lebih modern merata dan berkelanjutan. Kota masa depan dimulai dari sini. #IKNNusantara #IndonesiaMaju #KotaMasaDepan ,bangun langkah strategis tuju indonesia modern kota,positif
@Mdy_Asmara1701 Kan yang penting by dah ke IKN IKN itu proyek madesu masa depan suram,dah proyek suram,negatif
Hutan Kalimantan kan mistis ceunah kenapa setan-setan di sana gak ngehancurin IKN aja?,hutan mistis,negatif
@EduKunts81850 @aniesbaswedan Hutan untuk IKN dan food estate pohonnya kemana ya?,hutan pohon,negatif
@okino2x @MurtadhaOne1 Lu kira itu garuda gak simetris sama gedung ikn yg bangun jin?,garuda simetris gedung bangun jin,positif
@MasBRO_back Esemka investor antri ikn rampung aja ngibul apalagi soal ijazah mudah bagi Jokowi,investor antri rampung ijazah mudah,negatif
@MurtadhaOne1 Ohini 19 lapangan pekerjaan diperuntukkan di ikn dan untuk para LC,lapang kerja,negatif
@MurtadhaOne1 Kan ikn menyadiakan lap kerja. Salah benernys open bo,lap kerja salah open,negatif
@MeilinaZeli @DokterTifa Logika ga berlaku mas kalo sesimpel itu ga seru ga rame nanti IKN sama PAGAR LAUT MENCUAT jadi berita paling atas,logika laku mas kalo simpel seru pagar laut cuat berita,negatif
Perjalanan Kereta Tanpa Rel IKN hingga Akhirnya Dikembalikan ke China ,jalan kereta rel,negatif
@ARSIPAJA Sumpah pendukungnya Gibran jg sama pola mikirnya kalo gambar hasil generate AI keren banget padahal kalo yg ngerti mah mual ngeliatnya Kalo bikin kebijakan dirumuskan dulu mas fufufafa @gibran_tweet jgn sekonyong2 kaya bapak kau bikin IKN rusak jadinya. 1 gerbong sama Dedi vasek ,sumpah dukung pola kalo gambar hasil keren banget kalo mah mual kalo bikin bijak rumus mas kaya kau bikin rusak gerbong,positif
@DermagaGarely @MasBRO_back Lalu inget calo tanah saat bawa FC sertipikat. Emang calo tanah IKN aja ditawarkan 150 pd investor itu kan sama halnya silahkan negara ini dijajah ,calo tanah bawa emang calo tanah tawar investor silah negara jajah,negatif
@yaniarsim @syeifm Mukidi trauma ke kalimantan masalahnya ada IKN yg isinya banyak ratusan investor siluman yg nunggu,trauma isi ratus investor siluman,negatif
Itu Tanda Orang Yang Sembarangan Menafsirkan Tentang Maqom Dalam Dunia Aswaja Yang Tidak Sesuai Dengan Konteks MediaX. Contoh : Konteks Media Itu. Kalau Jokowi Itu Tingkatan Haqqul Yaqin Itu Tidak Mungkin IKN Akan Terbengkalai.,tanda orang sembarang tafsir dunia sesuai konteks contoh konteks media tingkat bengkalai,negatif
@baguzflay99 @AiraNtieReal Masih aja ada manusia percaya jokowi: Esemka bodong IKN mangkrak Investor IKN antre katanya Utang negara bejibun 11rb Trilyun di kantong ajaibnya Halaahh tau ah Kebanyakan ngibul ,manusia percaya bodong investor antre utang negara kantong ajaib tau,negatif
@puncakphakim @pandji IKN mending jadi red district aja sekalian ,mending,negatif
@jokoanwar Kemaren gembar gembor makan gratis sekarang AI IKN kemana bang?,gembor makan gratis bang,negatif
@idextratime karena investornya ngumpul di IKN,investor,negatif
@yaniarsim Lah emang asli pak... Pihak UGM rektor dekan menyatakan ijasah pak Jokowi valid n teman kampusnya juga banyak.. sampean aja n rekan yg pembenci Jokowi GK ada obat.. kerja p Jokowi nyata hilirisasi pengambil alihan tambang smelter ikn minyak sawit jalan dimana2 rakyat merasakan,emang asli rektor dekan nyata valid teman kampus sampean rekan benci obat kerja nyata hilir ambil alih tambang minyak sawit jalan rakyat,negatif
@Boediantar4 Jokowi adalah sumber kehancuran Indonesia karena banyak sekali janji dia tidak ditepati bahkan IKN pun tidak jelas bagaimana nasibnya. kalau memang terbukti maka haruss dipenjara dan dicari orang orang terlibat. Semoga Indonesia segera lebih baik adil makmur tentram damai.,sumber hancur indonesia janji nasib bukti penjara cari orang orang libat moga indonesia adil makmur damai,negatif
Di IKN itu 5G nya pun tidak merata loh? ,loh,negatif
Kan IKN belum pakai 6G atau 10G seperti dichina? ,pakai,negatif
@iamgeprexwin @lun_jar @ApriliaLin Dari cara ngomong udah keliatan siapa yg lebih bobrok masyarakat berpikir kritis kok dibilang idiot emang sesempurna apa negara ini sesempurna apa mulyono dari dulu mobil esemka sampe sekarang ikn juga gak ada yg bener omongannya si mulyono,liat bobrok masyarakat pikir kritis bilang idiot emang sempurna negara sempurna mobil omong,negatif
Tibang ngasih browies 35 ribu aja ribut banget mending urusin IKN noh,ribu ribut banget mending,negatif
@Fahmy_TEGAL @f_fathur Y betul hasil kerjanya kan mobil esemka 6rb unit narik investor k ikn 11 ribu triliun ekonomi meroket dan banyak lgi yg lainnya,hasil kerja mobil unit investor ribu triliun ekonomi roket,negatif
anj gua masih malu keinget jawaban pas SMA tentang IKN mana sampe diketawain guru malunya kerasa sampe skrg dawgg (( tp untung bkn cm gw yg salah jawab)),malu pas guru malu untung salah,negatif
@hera_the_pink betul kimi selamat tiket freepass ke IKN,kim selamat tiket,negatif
Yang duluan pindah ke IKN : PNS PSK,pindah,negatif
@iwanfals Ke hambalang aja dulu nanti mampir belok lihat ke ikn lalu jangan lupa lempeng aja smp ketemu food estate...oiya jgn lupa lihat lihat program mercusuar lainnya yaah.,mampir belok lihat lupa lempeng ketemu lupa lihat lihat program mercusuar,negatif
@CutSarina5 IKN menurut gw adalah fyre festival punya indonesia. Rakyat disuruh bayar mahal dengan pajak rakyat diiming2i image kota maju &amp; green city yg sbnrnya nothingburger pas dibangun overclaim terakhir fasilitasnya rusak/dikembalikan satu2. Wkwkw,festival indonesia rakyat suruh bayar mahal pajak rakyat kota maju pas bangun fasilitas,positif
@cobeh2022 Masih ragu dgn keluguan serta kesederhanaannya Mulyono??? Fakta Pembohong : Mobil ESMKA sdh di inden 6000 unit. 11.000 T dana dikantong di kantong dia. 150 Investor asing yg membangun IKN (tanpa dana APBN. dan masih banyak lagi bokisnya,ragu lugu sederhana fakta bohong mobil inden unit dana kantong kantong investor asing bangun dana,negatif
@MasFurqon15 @cobeh2022 yg ada di map adalah Daftar 11000 Trilyun dana yg ada dikantongnya serta 150 Investor yg membangun IKN dan list inden mobil ESEMKA,map daftar dana kantong investor bangun inden mobil,positif
@gorduser @ErickFernandoW @AristiaVd Buat apa memenuhi kebutuhan rakyat kalau ku bisa memuaskan ego ku . Itu yg ada di kepala Mulyono saat membangun IKN,penuh butuh rakyat muas ego kepala bangun,positif
Proyek Bandara IKN Tuntas Operasional Masih Menunggu Kapan nih pak @prabowo ,proyek bandara tuntas operasional tunggu,negatif
Ternyata selama ini BIN sudah berkantor di IKN selama satu tahun menggunakan kantor modular sementara BIN. Kantor modular tersebut akan dipindahkan ke lokasi bangunan permanen mulai tg 1 Juni 2025. Segera disusul kemendagri dan lainnya. Bravo @prabowo ,nyata bin kantor kantor modular bin kantor modular pindah lokasi bangun permanen juni susul,positif
mau ikut ke kalimantan mau liat progress IKN plis,liat,negatif
@geloraco Negara udah gk pya uang kas utk bayar sewanya per bulan. Lagian tuh di sewa cuman buat pajangan keren kerenan utk narik infestor doang. Jgnkn infestor sekelas celeng hutan aja enggan masuk area IKN buatan firaun solo itu.,negara uang kas bayar sewa sewa cuman pajang keren keren doang kelas celeng hutan enggan masuk area solo,negatif
Otorita Mau Percepat Pembangunan Sektor Pendidikan di IKN Sebelum ASN Pindah ,cepat bangun sektor didik pindah,positif
Pegawai BIN Mulai Pindah ke IKN Juni 2025 Hunian dan Kantor Siap Digunakan ,pegawai bin pindah juni huni kantor,negatif
ga cuman di IKN sih ini hampir di seluruh wilayah kalimantann terutama wilayah yang ada tambang atau oil and gas pasti banyak PSK soalnya marketnya orang yang kerja jauh dari keluarga :(,cuman wilayah utama wilayah tambang gas orang kerja keluarga,negatif
19 Juta Lapangan Pekerjaan Untuk Generasi Emas Kita ? Open BO Di IKN Sul ? Wes Mbuh Lah Mending Nonton Persib #PersibDay ,juta lapang kerja generasi emas open mending,negatif
@geloraco Teladan apa???11 Trillyun dikantong saya 6000 unit mobil esemka sdh dipesan ikn sdh banjir investor finalis occrp???,teladan kantong unit mobil pes banjir investor final,negatif
Akhirnya mereka sadar ketidakgunaan kereta tanpa rel era Jokowi di IKN. Semoga bisa sadar untuk hal lain ,sadar kereta rel era moga sadar,negatif
@MurtadhaOne1 Paman gw kerja proyek di IKN pulang pulang dia bilang dah nikah tanpa sepengetahuan tante gw sama lonte anak 7 lagi hamil anak ke 8 dan lontenya minta jagain anaknya karna dia sekarat kena tumor,paman kerja proyek pulang pulang bilang dah nikah tante lonte anak hamil anak lonte anak sekarat kena tumor,negatif
Apes itu norinco... Amsiong  Kereta otonom tanpa rel di Ibu Kota Nusantara (IKN) atau Autonomous Rail Transit (ART) akan dikembalikan ke China.,apes kereta otonom rel kota nusantara transit,negatif
@AlnilamOmar Di situ tertulis jelas bahwa customernya adalah para pekerja konstruksi pembangunan IKN,situ tulis kerja konstruksi bangun,positif
dikit lagi aven buka kasino di IKN anjir jadi distrik lampu merah tengah hutan trs ntar yg dugem ama judi demitnya ,dikit aven buka kasino anjir distrik lampu merah hutan ama judi,negatif
Proyek konstruksi dan munculnya PSK/LC di sekitaran lokasi proyek itu satu paket. Gak cuma di IKN saja tapi hampir semuanya ada. Aku pernah terlibat bangun kilang gas di Aceh aja akhirnya muncul warung remang2 di sekitaran gerbang proyek setelah berapa bulan.,proyek konstruksi muncul lokasi proyek paket libat bangun kilang gas muncul warung remang gerbang proyek,positif
@v4nc1_b0zz Astagfirullah pelanggannya di IKN siapa aja ya,astagfirullah langgan,negatif
@Strategi_Bisnis Lebih mahal mana pembangunan ikn dgn solar panel lepas pantai?,mahal bangun solar panel lepas pantai,positif
@Taqwa_10 @grizliss Bantengnomics melalui Jokowinomics... Lebih memilih membangun IKN daripada membenahi kota2 yg sudah ada...,pilih bangun benah kota,positif
Sudah pernah ku bilang IKN ini bakal jadi ibukota hantu macem Turkmenistan atau bahkan Myanmar. Terlalu buru2 ambil keputusan bikin ibukota pas mau lengser seolah kaya pengen nyari dana gede yang gampang cair biar bisa dikorupsi,bilang hantu buru ambil putus bikin pas lengser olah kaya ken dana gede gampang cair biar korupsi,negatif
@Mdy_Asmara1701 Kantor pos begitu besar .. hanya .. 1 2 3 .orang kelihatan.. Saya ke Kantor PELNI di jalan Kemayoran tahun 2018 sudah lama kosong kursi2 Stainles sudah karatan. Efek domino IKN ambisi 2 tahun sudah pindah ibu kota. Omongan tipu2 dari Jokowi mantep.,kantor pos orang lihat kantor jalan mayor kosong kursi karat efek domino ambisi pindah kota omong tipu,negatif
@tham878 Masya Allah luar biasa. Indonesia sudah membuat Ikn hasil kreativitas anak bangsa,masya allah indonesia hasil kreativitas anak bangsa,negatif
Meuongie jalan jalan ke ikn ,jalan jalan,negatif
@rearume Sebenarnya dalam misi rahasia untuk menjemput tuan putri @rearume ke istana IKN. Siap2 yah nanti blio roadshow startnya dr kampusmu ,misi rahasia jemput tuan putri istana start kampus,negatif
@PlanCmillion @andreasrtobing_ @andreasrtobing_ Ya benar ada laporan prostitusi di IKN terutama online menurut berita lokal seperti Bekesah dan tvOnenews. Banyak pekerja seks datang dari luar seperti Yogyakarta dan Balikpapan karena peluang ekonomi dari proyek konstruksi. Satpol PP berusaha menangani,lapor prostitusi utama berita lokal kerja seks peluang ekonomi proyek konstruksi usaha tangan,positif
Judul berita asli bahwa Prabowo bakal pakai dana haji untuk lanjutkan IKN? Ini judul berita editan dan Prabowo tidak pernah mengatakan hal tersebut. ,judul berita asli pakai dana haji judul berita edit,negatif
@ThroughTheRainn ya tergantung orangnya kalo iman nggak kuat jadi deh gituan hahaha mereka butuh asupan dopamin di otak buat melepas penat/stress akibat kerja berat di ikn,gantung orang kalo iman kuat butuh otak lepas akibat kerja berat,negatif
@frz_tmr lah ini mah ikn,mah,negatif
@Bubaks___ Butuh luxury shuttle buat pelanggan vip. Ready bpn/smd/sgt/btg ke ikn ,butuh langgan,negatif
Pemerintah (dari Presiden sih awalnya) kebanyakan fokus ke hal2 gak penting yang bikin pengeluaran dana berlebihan. Dari Bansos IKN MBG.,perintah presiden fokus bikin dana,negatif
Strategi nya siapa ini ya Dgn banyak nya para PSK otomatis IKN akan banyak di kunjungi para investor ( per lendir an dan perjudian ) baik lokal nasional maupun internasional ide nya cukup brilian ,strategi otomatis kunjung investor lendir judi lokal nasional internasional ide brilian,negatif
@piastrizzz bener sih tp dengan pikiran ikn dulunya adalah belantara hutan bisa jadi psk-nya bukan 'asli' penduduk disana gak sih? ini masalah struktural yang kalau dijabarin secara sosiologi ekonomi dan hukumnya ada banget,pikir belantara hutan asli duduk struktural sosiologi ekonomi hukum banget,negatif
@temeninvest @TxtdariHI mau ditaruh di IKN ?,taruh,negatif
@freckleddust panggung bertema IKN HAHAHAHAHA,panggung tema,negatif
Asthogfirullahalazim... Apa ini yang dimaksud @jokowi bahwa di IKN banyak peminatnya...??? Gimana nih ada solusi gak @Franken_blues @tham878 @BANGSAygSUJUD @__LOVE_AG4EVER @xquitavee @Ndons_Back @Intel_Imut...??? ,maksud minat solusi,negatif
Era Baru Pi Network: Postingan KYC Pertama di Mainnet Sumber: IKN Pos  Dibagikan melalui Aplikasi Google,era sumber pos aplikasi,negatif
SELAMAT! Konten On-Chain Pi Network Terverifikasi KYC Pertama di Mainnet untuk 19 Juta Pioneer Sumber: IKN Pos  Dibagikan melalui Aplikasi Google,selamat konten verifikasi juta sumber pos aplikasi,negatif
@Opposisi6890 @msaid_didu @DokterTifa @SianiparRismon @alisyarief @realAmienRais Katakan tidak haus jabatan bukan kalah dalam pilpress lihat pada pakta ada apa dg korupsi ada apa dg ikn ada apa dg pagar laut ada dg ijasah yg menjadi ruwett....ruweetttt...karena itu kebenaran hrs menjadi tonggak perjuangan negara ini yg seharus bukan bagian dri kebohongan...,haus jabat kalah lihat pakta korupsi pagar laut tonggak juang negara bohong,negatif
@AirinDatangLagi Halo mas @tham878 kapan ke IKN nee dalam berita sdh berfungsi dan ramai lho,halo mas berita fungsi ramai,negatif
ikn juga katanya ada solar panel om. tapi sayang masih ada sebagian kecil orang yg negative thinking terus sm ikn namun lebih berisik dr silent majority.,solar panel om sayang orang berisik,negatif
@andreasrtobing_ Loh tp kabarnya dana ikn di stop pekerjanya begaji drmn,loh kabar dana stop kerja,negatif
@tham878 Yg ini dikembalikan dulu dulu sbg kebanggaan IKN. Ada yg salah..... ,bangga salah,negatif
IKN Kota Hijau Mendunia: ADB Suntik Dana Rp75 M AIIB Potensi Pinjaman USD 1 Miliar  #grib #gatot #sibuk #moreen #ikn,kota hijau dunia suntik dana potensi pinjam miliar,negatif
@SaddamRMCF Perez utang bangun stadion nya lebih banyak dari IKN,utang bangun stadion,positif
@MurtadhaOne1 Mugkin biar mentri2 pd betah pas ke ikn. Kan mereka ogah pindah sebenernya,biar tri betah pas ogah pindah,negatif
@ganangwahyuw @Eriaber @MuSaatIni @tanyarlfes Argumen kualitas rendah. Indonesia luas tapi nyatanya gak ada yang mau tinggal di IKN sekarang. ASN ditempatkan di Indonesia timur juga pada nolak.,argumen kualitas rendah indonesia luas nyata tinggal indonesia timur,negatif
Trem tanpa rel buatan China yang sempat diuji coba di IKN akhirnya dikembalikan. Otorita IKN menyebut pengembalian ini bagian dari perjanjian awal untuk evaluasi teknologi. Hasil uji coba menunjukkan ART perlu disempurnakan sebelum digunakan lebih lanjut. Trem telah ,trem rel uji coba janji evaluasi teknologi hasil uji coba sempurna trem,negatif
IKN Kota Hijau Mendunia: ADB Suntik Dana Rp75 M AIIB Potensi Pinjaman USD 1 Miliar  #suaramerdeka #suaramerdekadaily #suaramerdekanetwork #suaramerdekapantura,kota hijau dunia suntik dana potensi pinjam miliar,negatif
@Bakuteh1721 Ini sih cerita lama bahkan sebelum ditetapkan jd IKN. Sepanjan jln A Yani dr Bukit Suharto sampai Rintik ada aja tempat mangkal. Tentu sekarang makin ramai tp mangkalnya bukan di sekitar pusat IKN yg ketat. Konsumennya ya keluar dulu lah dr pusat IKN ,cerita bukit rintik ramai pusat ketat konsumen pusat,negatif
Pembangunan IKN Sebagai Wujud Transformasi Ekonomi Nasional ,bangun wujud transformasi ekonomi nasional,positif
IKN Nusantara Magnet Pertumbuhan Ekonomi Baru dan Smart City ,nusantara magnet tumbuh ekonomi,positif
@kkpunasional @RohtaAnjulian Setuju dua²nya. Pelacur yg berkumpul di IKN hari ini punya entitas yg berbeda dgn pelacur² dlm puisi Rendra: Bersatulah Pelacur-Pelacur Jakarta. Puisi itu mjd populer -meski tak hidup di jaman itu- saat Gubernur Ali Sadikin mulai membidani lahirnya Jakarta baru.,tuju lacur kumpul entitas beda lacur puisi puisi populer hidup jaman gubernur ali bidan lahir,positif
Minimal jasa mas Joko membangun IKN gak sia sia dari segi lapangan kerja.,minimal jasa mas bangun sia sia segi lapang kerja,positif
@mas_veel Lah loe sendiri jg jongos politik kog pencari investor ikn dgn unlimited funds ,jongos politik cari investor,negatif
Jadi pngen mngabdi ke IKN,pngen mngabdi ikn,negatif
@Bambangmulyonoo Main ke IKN sini Bambang... Penak tenan panggone nyaman buat bekerja. ,main bambang penak nyaman kerja,negatif
@MurtadhaOne1 Wkwk jokowi emang nyiapin ikn buat psk ,emang,negatif
@tambuntambun20 @Heraloebss Biar tidak spaneng suruhlah dia piknik ke ikn sekali-sekali. Kabarnya skrg bnyk hiburan ,biar suruh piknik kabar hibur,negatif
ikn membuat indonesia semakin maju ,indonesia maju,positif
ikn membuat indonesia semakin maju ,indonesia maju,positif
ikn membuat indonesia semakin maju ,indonesia maju,positif
lucu juga lho jokowi kira legacy dia ikn eh ternyata huru-hara ijazah palsu,lucu nyata ijazah palsu,negatif
#IKN #AIBerdaulat IKN tak boleh jadi koloni algoritma. Jika kita hanya jadi pasar data bagi Big Tech tanpa talenta aturan &amp; kedaulatan maka kota pintar hanya jadi monumen kekalahan digital.  @prabowo @gibran_tweet @bang_dasco @luhut_binsar ,koloni pasar data talenta atur daulat kota pintar monumen kalah digital,negatif
Heboh IKN Jadi Tempat Prostitusi Ini Tanggapan Pemerintah -  ,heboh prostitusi tanggap perintah,negatif
17 Tahun Menanti RUU Perampasan Aset Kalah Cepat dari RUU Pilkada dan IKN  #PerampasanAset #DukungRUUPerampasanAset #PrabowoLawanKorupsi #Bitvonline,ampas aset kalah cepat,negatif
@tham878 IKN akan indah pada waktunya Kapan itu???? 10 thn lagi? 20 thn lagi? Atau 100 thn lagi?? Utang aja menggunung sementara buat IKN msh butuh ratusan T. DARI MANA DUITNYA? (Pinjam kata2 Yusuf Mansyur),indah utang gunung butuh ratus duit pinjam,negatif
bayangin perekonomian IKN yang diganyang jadi ibukota jadi lebih lancar karena paralonT.,ekonomi ganyang lancar,negatif
@GreatOfKratos @jokowi Kalau 6rb esemka dan sekian investor ikn itu ngibul atau beneran mohon pencerahannya Demi reputasi nih,sekian investor mohon cerah reputasi,positif
Kampus dan Sekolah Internasional Hadir di IKN Ada Muridnya Gak Ya? ,kampus sekolah internasional hadir murid,negatif
Akhirnya Datang Juga INVESTOR di IKN ....emang siapa klien nya ? ASN kesepian ? ,investor emang klien sepi,negatif
@antikomuanis @DokterTifa Luh kebanyakan naik mobil esemka keliling IKN jadi elo udh merasa hidup luh berguna padahal gue yakin hidup @DokterTifa itu lbh bermanfaat dari hidup elo bahkan dari hidup bapak mubsekalipun.elo bloon tp sok pinter,mobil keliling hidup hidup manfaat hidup hidup sok,positif
@fiks2729 @MurtadhaOne1 @genuinelyask @MurtadhaOne1 Berita tentang prostitusi di IKN tampaknya ada dasarnya. Laporan lokal seperti dari Prokal dan Kaltim Post menyebut penangkapan pekerja seks di Penajam Paser Utara banyak dari luar Kalimantan menggunakan aplikasi seperti MiChat. Satpol PP gencar,berita prostitusi dasar lapor lokal tangkap kerja seks najam paser utara aplikasi gencar,negatif
@vespamatic96 Indonesia kapan ya ada patung satosi di IKN,indonesia patung,negatif
@tekarok007 Dan bapak luh pernah naek mobil esemka keliling IKN,mobil keliling,negatif
@your9winewine @MurtadhaOne1 Butuh di agenin ga di IKN?,butuh,negatif
@MurtadhaOne1 Bisa jadi komplek play curan terbesar di Asia tuh. IKN = ibukota kƐntu ya,cur,negatif
@MurtadhaOne1 ikn jadi tempat wisata lendir cuan cuan cuan,wisata lendir,negatif
yg penting IKN gaspol lagi aja Pak T.,ikn gaspol t,negatif
temen gw di awal ikn baru bangun ngajakin inves di sono doi mikir bikin kos kosan bagus. gw bilang air di somo susah mending buka panti pijet. sekarang udeh telat.,bangun sono doi bikin bagus bilang air susah mending buka panti telat,positif
IKN nusantara tarik investor yang akan berpartisipasi menggarap proyek pembangunan Ibu Kota Negara #ibukotabaru #IKNPemerataanEkonomi #IKNSejahterakanIndonesia #IKN ,nusantara tarik investor partisipasi garap proyek bangun kota negara,positif
 Sang menteri mencoba bernegosiasi namun pocong-pocong berkata: Sori ye sori ye... *Kemudian billboard IKN terbang* PEAK SCRIPTWRITING M. Night Shyamalan would be proud.,sang menteri coba negosiasi sori sori terbang,negatif
Beberapa hari lalu ngobrol dgn nakes selama 2 tahun terakhir kasus keluhan PMS / STD meningkat pesat sejak pembangunan IKN. :/,keluh tingkat pesat bangun,negatif
@KangManto123 TUGU IKN. SBELAH MONAS SEBELAH GEDUNG KPK SBELAH PERTAMINA BNYA DH ,tugu belah gedung,negatif
@narkosun Sarkem lonte nya ke ikn dolyyy lontenya pindah ke ikn,lonte lonte pindah,negatif
@MurtadhaOne1 jdi ani-ani skrg udh bkn ke bali lagi tpi ke IKN kah ,bal kah,negatif
@AngingMamiri26 IKN itu membuka lapangan kerja Kalian orang diam aja Mau perang kah? Balikkan Batu Bara Kami!!. Giliran Jawa dibangun pembangunan pas giliran Kaltim di bangun teriak-teriak mangkrak dasar dungu!!. Nanti di Klaim atau Kalimantan diambil Singapura atau Malaysia nangisss,buka lapang kerja orang diam perang kah batu bara gilir bangun bangun pas gilir bangun dasar dungu klaim ambil,positif
@geloraco Hanya org2 dungu yg membangga2kan ikn,dungu bangga,positif
@donecorner @prabowo @gibran_tweet Bagi orang Kalimantan IKN itu membuka lapangan kerja Kalian orang Jawa diam aja Mau perang kah? Balikkan Batu Bara Kami!!. Giliran Jawa dibangun pembangunan pas giliran Kaltim di bangun teriak-teriak mangkrak dasar dungu!!,orang buka lapang kerja orang diam perang kah batu bara gilir bangun bangun pas gilir bangun dasar dungu,positif
oke juga kayaknya fotbar sama tugu lorem ipsum ikn ,oke tugu,negatif
Makanan warga IKN Lorem Ipsum,makan warga,negatif
@ChainsawSimple Supaya cepat mandiri jadikan saja IKN jadi pusat hiburan raksasa. Bangun kasino rumah judi rumah bordil bar pusat hiburan miras dan striptease dan legalkan narkoba. Dijamin IKN akan rame seperti Las Vegas dan IKN bisa langsung memiliki PAD tidak lagi menggerogoti APBN.,cepat mandiri pusat hibur raksasa bangun kasino rumah judi rumah bordil bar pusat hibur legal jamin las langsung milik gerogot,positif
@NenkMonica Borneo Indonesia (Kalimantan) tolak GRIB rakyat Banjar Melayu Dayak dan Tidung melawan!! Jika tak tahan isyaratkan aneksasi oleh Malaysia atau merdeka = IKN milik Kalimantan! ,indonesia tolak rakyat banjar melayu lawan tahan isyarat aneksasi merdeka milik,negatif
Dibanggakan Jokowi Otorita IKN Balikin Lagi Kereta Tanpa Rel ke China Waduh koq ga ada penjelasan dari @jokowi sih ?,bangga kereta rel,positif
@gripesMann @MurtadhaOne1 Sekalian Night Club aja... biar IKN menyala 24 jam ,biar nyala jam,negatif
@AirinDatangLagi Kamu juga boleh kok kayak mereka ke IKN,ikn,negatif
@MurtadhaOne1 kukira IKN sepi ga ada orang loh. tapi sampe PSK rame disana berarti pelanggan jg rame disana dong hmm,sepi orang loh arti langgan,negatif
@henra_tanjung @kompascom Cocok mas... prinsip nya sama kyk d IKN gk pake rel cm beda casing aja,cocok mas prinsip rel beda,positif
@hardye76 Kek nya tar ada bokep viral versi ikn..,kek tar versi,negatif
Pindah perwakilan IKN pak @eghaliter11 @sasjend,pindah wakil,negatif
Uji Coba Berakhir Kereta Tanpa Rel IKN Dikembalikan ke China ,uji coba kereta rel,negatif
@mrstakahiwo Eyke pikir ud ga ada orang di IKN.,pikir orang,negatif
Kalau di sosialiasi kunjungan industri gue BENERAN KE IKN ill cry myself out from laughing pas pulang,kunjung industri pas pulang,negatif
@sugondese6666 Pantes Jokowi ngebet banget bikin IKN ,ngebet banget bikin,negatif
@MurtadhaOne1 Ohhh ini bisnis ikn??? Ya jok ? @jokowi,bisnis jok,negatif
@IInayaturahmah @ChainsawSimple IKN impor apem dong?,impor,negatif
@ChainsawSimple IKN jadi lahan subur bisnis jual beli apem,lahan subur bisnis jual beli,negatif
@NyiMasRuminah @DS_yantie Ngak bisa nyicil di tarik leasing Kok makin merana ya moga ikn TDK kenapa2 ,tarik merana moga,negatif
luar biasa prabs sudah membuat lapangan kerja di ikn padahal belum jadi ,lapang kerja,negatif
@tham878 Benarkah Ikn dikasih dana sama Prabowo hanya untuk biaya perawatan karna kalo gak gitu dipastikan IKN itu akan mangkrak seperti Hambalang miris,kasih dana biaya awat kalo miris,negatif
@Bambangmulyonoo Yg ngotot bangun ikn suruh tanggung jawab doong,bangun suruh tanggung,positif
@rinigrace @DokterTifa Apa kabar dgn gratifikasi anak-anak dan mantu nya jokowie? Apa kabar dgn keterlibatan sang istri dan mantu nya dalm bisnis tambang illegal? How about IKN yg penuh kekacauan itu? Semuanya tenggelam dalam hiruk pikuknya ijazah aspalnya.,kabar gratifikasi mantu kabar libat sang istri mantu bisnis tambang penuh kacau tenggelam hiruk ijazah aspal,negatif
@dewix666 @MasBRO_back Sosok dewi penunggu IKN buat open BO. ,sosok dewi tunggu open,negatif
@fayyy64 Riiilll kak! Taun lalu pas aku bolak-balik kerja di IKN timku pernah satu penginapan sama pekerja2 proyek dan emang banyak yg suka jajan ,kak taun pas kerja tim inap kerja proyek emang suka jajan,negatif
@ardi_tama1 selain insentif perlu jaminan pendidikan dan kesehatan yang layak buat keluarga karena ini jadi kerisauan PNS pusat thd kebijakan perpindahan ke IKN.,insentif jamin didik sehat layak keluarga risau pusat bijak pindah,negatif
GTA SA LITE Mod Hantu IKN Ringan 200 MB MEDIAFIRE Support GPU MALI,hantu ringan mal,negatif
@kompascom Nha kan. IKN itu dibikin buat China dan dibiayai sono jga. Miris!!!,bikin biaya sono miris,negatif
@your9winewine @MurtadhaOne1 berarti iman kamu lemah kalo takut pindah ke ikn,arti iman lemah kalo takut pindah,negatif
Perpindahan yg organik begini yg dibutuhkan IKN,pindah organik butuh,negatif
@MurtadhaOne1 Wah... Kudu ke IKN dulu demi dapat luar daerah / luar negara nih,kudu daerah negara,negatif
@Kucinganggora_8 Eh ada mba rose eh eh eh Dukung juga ya mba ya sama lah aku juga dukung biar ada perputaran uang di ikn sana,dukung dukung biar putar uang,positif
