data_clean,lowercasing,remove_punctuation,tokenizing,stopword,stemming,sentiment
duduk ikn ketiban pinggir rezeki sewa tahun tanah untung, penduduk dipinggiran ikn sangat beruntung dan ketiban rezeki. sewa tanah +/-  m  jt setahun., penduduk dipinggiran ikn sangat beruntung dan ketiban rezeki sewa tanah   m  jt setahun,"[""penduduk"", ""dipinggiran"", ""ikn"", ""sangat"", ""beruntung"", ""dan"", ""ketiban"", ""rezeki"", ""sewa"", ""tanah"", ""m"", ""jt"", ""setahun""]","[""penduduk"", ""dipinggiran"", ""ikn"", ""beruntung"", ""ketiban"", ""rezeki"", ""sewa"", ""tanah"", ""m"", ""jt"", ""setahun""]","[""duduk"", ""ikn"", ""ketiban"", ""pinggir"", ""rezeki"", ""sewa"", ""tahun"", ""tanah"", ""untung""]",negatif
babak bangun buka daya global harap ikn ikn indonesia indonesia maju negara nusantara nusantara saing sejarah,ikn nusantara: membuka babak baru dalam sejarah indonesia. dengan pembangunan ikn nusantara indonesia diharapkan dapat menjadi negara yang lebih maju dan berdaya saing global.   ,ikn nusantara membuka babak baru dalam sejarah indonesia dengan pembangunan ikn nusantara indonesia diharapkan dapat menjadi negara yang lebih maju dan berdaya saing global   ,"[""ikn"", ""nusantara"", ""membuka"", ""babak"", ""baru"", ""dalam"", ""sejarah"", ""indonesia"", ""dengan"", ""pembangunan"", ""ikn"", ""nusantara"", ""indonesia"", ""diharapkan"", ""dapat"", ""menjadi"", ""negara"", ""yang"", ""lebih"", ""maju"", ""dan"", ""berdaya"", ""saing"", ""global""]","[""ikn"", ""nusantara"", ""membuka"", ""babak"", ""sejarah"", ""indonesia"", ""pembangunan"", ""ikn"", ""nusantara"", ""indonesia"", ""diharapkan"", ""negara"", ""maju"", ""berdaya"", ""saing"", ""global""]","[""babak"", ""bangun"", ""buka"", ""daya"", ""global"", ""harap"", ""ikn"", ""ikn"", ""indonesia"", ""indonesia"", ""maju"", ""negara"", ""nusantara"", ""nusantara"", ""saing"", ""sejarah""]",positif
alas daftar ikn khusus masuk tangan timur,ikn jadi alasan kalimantan timur masuk daftar penanganan karhutla khusus  ,ikn jadi alasan kalimantan timur masuk daftar penanganan karhutla khusus  ,"[""ikn"", ""jadi"", ""alasan"", ""kalimantan"", ""timur"", ""masuk"", ""daftar"", ""penanganan"", ""karhutla"", ""khusus""]","[""ikn"", ""alasan"", ""kalimantan"", ""timur"", ""masuk"", ""daftar"", ""penanganan"", ""karhutla"", ""khusus""]","[""alas"", ""daftar"", ""ikn"", ""khusus"", ""masuk"", ""tangan"", ""timur""]",negatif
ikn jiwa langsung sakit tempat,  begitu ikn ditempati lu langsung sakit jiwa n stress. . ,  begitu ikn ditempati lu langsung sakit jiwa n stress  ,"[""begitu"", ""ikn"", ""ditempati"", ""kamu"", ""langsung"", ""sakit"", ""jiwa"", ""n"", ""stress""]","[""ikn"", ""ditempati"", ""langsung"", ""sakit"", ""jiwa"", ""n"", ""stress""]","[""ikn"", ""jiwa"", ""langsung"", ""sakit"", ""tempat""]",negatif
ikn kuat kucur proyek triliun,kucuran rp  triliun dari adb dan aiib perkuat proyek ikn ,kucuran rp  triliun dari adb dan aiib perkuat proyek ikn ,"[""kucuran"", ""rp"", ""triliun"", ""dari"", ""adb"", ""dan"", ""aiib"", ""perkuat"", ""proyek"", ""ikn""]","[""kucuran"", ""rp"", ""triliun"", ""adb"", ""aiib"", ""perkuat"", ""proyek"", ""ikn""]","[""ikn"", ""kuat"", ""kucur"", ""proyek"", ""triliun""]",negatif
akses aplikasi bagi bank detik dunia gampang gandeng guncang hitung ikn pos raksasa sumber,pi network siap guncang dunia kripto! gandeng bank raksasa eropa akses pi coin makin gampang hanya hitungan detik sumber: ikn pos  dibagikan melalui aplikasi google,pi network siap guncang dunia kripto gandeng bank raksasa eropa akses pi coin makin gampang hanya hitungan detik sumber ikn pos  dibagikan melalui aplikasi google,"[""pi"", ""network"", ""siap"", ""guncang"", ""dunia"", ""kripto"", ""gandeng"", ""bank"", ""raksasa"", ""eropa"", ""akses"", ""pi"", ""coin"", ""makin"", ""gampang"", ""hanya"", ""hitungan"", ""detik"", ""sumber"", ""ikn"", ""pos"", ""dibagikan"", ""melalui"", ""aplikasi"", ""google""]","[""pi"", ""network"", ""guncang"", ""dunia"", ""kripto"", ""gandeng"", ""bank"", ""raksasa"", ""eropa"", ""akses"", ""pi"", ""coin"", ""gampang"", ""hitungan"", ""detik"", ""sumber"", ""ikn"", ""pos"", ""dibagikan"", ""aplikasi"", ""google""]","[""akses"", ""aplikasi"", ""bagi"", ""bank"", ""detik"", ""dunia"", ""gampang"", ""gandeng"", ""guncang"", ""hitung"", ""ikn"", ""pos"", ""raksasa"", ""sumber""]",negatif
antri asing halusinasi ikn investor kantong konyol masuk,   jelas paling konyol tuh halusinasi mukidov el bansos al ngibulin di kantongnya ada  t investor asing antri masuk ikn awokawokawok,   jelas paling konyol tuh halusinasi mukidov el bansos al ngibulin di kantongnya ada  t investor asing antri masuk ikn awokawokawok,"[""jelas"", ""paling"", ""konyol"", ""tuh"", ""halusinasi"", ""mukidov"", ""el"", ""bansos"", ""al"", ""ngibulin"", ""di"", ""kantongnya"", ""ada"", ""t"", ""investor"", ""asing"", ""antri"", ""masuk"", ""ikn"", ""awokawokawok""]","[""konyol"", ""halusinasi"", ""mukidov"", ""el"", ""bansos"", ""al"", ""ngibulin"", ""kantongnya"", ""t"", ""investor"", ""asing"", ""antri"", ""masuk"", ""ikn"", ""awokawokawok""]","[""antri"", ""asing"", ""halusinasi"", ""ikn"", ""investor"", ""kantong"", ""konyol"", ""masuk""]",negatif
bangun dana duit ikn relasi,   pembangunan ikn relasi si  pny dana unlimted yg siap mnggelontorkan duit cc         ,   pembangunan ikn relasi si  pny dana unlimted yg siap mnggelontorkan duit cc         ,"[""pembangunan"", ""ikn"", ""relasi"", ""si"", ""pny"", ""dana"", ""unlimted"", ""yg"", ""siap"", ""mnggelontorkan"", ""duit"", ""cc""]","[""pembangunan"", ""ikn"", ""relasi"", ""si"", ""pny"", ""dana"", ""unlimted"", ""mnggelontorkan"", ""duit"", ""cc""]","[""bangun"", ""dana"", ""duit"", ""ikn"", ""relasi""]",negatif
angkat filosofi hut ikn logo luncur,kalimantan tengah luncurkan logo hut ke- angkat filosofi dayak dan ikn ,kalimantan tengah luncurkan logo hut ke angkat filosofi dayak dan ikn ,"[""kalimantan"", ""tengah"", ""luncurkan"", ""logo"", ""hut"", ""ke"", ""angkat"", ""filosofi"", ""dayak"", ""dan"", ""ikn""]","[""kalimantan"", ""luncurkan"", ""logo"", ""hut"", ""angkat"", ""filosofi"", ""dayak"", ""ikn""]","[""angkat"", ""filosofi"", ""hut"", ""ikn"", ""logo"", ""luncur""]",negatif
gagal ikn produk, wkwk ikn produk gagal, wkwk ikn produk gagal,"[""wkwk"", ""ikn"", ""produk"", ""gagal""]","[""wkwk"", ""ikn"", ""produk"", ""gagal""]","[""gagal"", ""ikn"", ""produk""]",negatif
antri asing bilang bohong bukti cerdas dikit ikn investor nol ucap,  cerdas dikit lah .. jokowi bilang investor asing buat ikn antri nyatanya sampai hari ini nol . sudah terbukti ucapannya bohong.,  cerdas dikit lah  jokowi bilang investor asing buat ikn antri nyatanya sampai hari ini nol  sudah terbukti ucapannya bohong,"[""cerdas"", ""dikit"", ""lah"", ""jokowi"", ""bilang"", ""investor"", ""asing"", ""buat"", ""ikn"", ""antri"", ""nyatanya"", ""sampai"", ""hari"", ""ini"", ""nol"", ""sudah"", ""terbukti"", ""ucapannya"", ""bohong""]","[""cerdas"", ""dikit"", ""jokowi"", ""bilang"", ""investor"", ""asing"", ""ikn"", ""antri"", ""nol"", ""terbukti"", ""ucapannya"", ""bohong""]","[""antri"", ""asing"", ""bilang"", ""bohong"", ""bukti"", ""cerdas"", ""dikit"", ""ikn"", ""investor"", ""nol"", ""ucap""]",positif
dalam ikn jilat muncul, penjilat ikn akhirnya muncul dari kedalaman..., penjilat ikn akhirnya muncul dari kedalaman,"[""penjilat"", ""ikn"", ""akhirnya"", ""muncul"", ""dari"", ""kedalaman""]","[""penjilat"", ""ikn"", ""muncul"", ""kedalaman""]","[""dalam"", ""ikn"", ""jilat"", ""muncul""]",negatif
ikn konser tau, iyaaa.. tau nanti konser di ikn lagi , iyaaa tau nanti konser di ikn lagi ,"[""iyaaa"", ""tau"", ""nanti"", ""konser"", ""di"", ""ikn"", ""lagi""]","[""iyaaa"", ""tau"", ""konser"", ""ikn""]","[""ikn"", ""konser"", ""tau""]",negatif
anak antre bilang ikn investor jahat klaim masuk politik tarik,  jahat mana sama yg klaim investor ikn ada  yg antre masuk? atau sama yg bilang anaknya tidak tertarik politik padahal ,  jahat mana sama yg klaim investor ikn ada  yg antre masuk atau sama yg bilang anaknya tidak tertarik politik padahal ,"[""jahat"", ""mana"", ""sama"", ""yg"", ""klaim"", ""investor"", ""ikn"", ""ada"", ""yg"", ""antre"", ""masuk"", ""atau"", ""sama"", ""yg"", ""bilang"", ""anaknya"", ""tidak"", ""tertarik"", ""politik"", ""padahal""]","[""jahat"", ""klaim"", ""investor"", ""ikn"", ""antre"", ""masuk"", ""bilang"", ""anaknya"", ""tertarik"", ""politik""]","[""anak"", ""antre"", ""bilang"", ""ikn"", ""investor"", ""jahat"", ""klaim"", ""masuk"", ""politik"", ""tarik""]",negatif
ikn kacamata kacamata negara untung,  ikn keuntungan negara? dilihat dr kacamata mana? kacamata mulyono? pantess..,  ikn keuntungan negara dilihat dr kacamata mana kacamata mulyono pantess,"[""ikn"", ""keuntungan"", ""negara"", ""dilihat"", ""dr"", ""kacamata"", ""mana"", ""kacamata"", ""mulyono"", ""pantess""]","[""ikn"", ""keuntungan"", ""negara"", ""dr"", ""kacamata"", ""kacamata"", ""mulyono"", ""pantess""]","[""ikn"", ""kacamata"", ""kacamata"", ""negara"", ""untung""]",negatif
ikn jejak kalo lihat media omong orang pesona rekam salut seliwer tarik, ni orang salut bener... kalo ngomong yakin bener.. padahal rekam jejak omongan dia berseliweran di media bisa di lihat sepanjang masa. ngomongin.esemka.ngomongin ikn tanpa apbn.kereta cepat.ekonomi meroket.anak g tertarik politik.g ngutang..dll. begitu mempesona g ngibulnya.., ni orang salut bener kalo ngomong yakin bener padahal rekam jejak omongan dia berseliweran di media bisa di lihat sepanjang masa ngomonginesemkangomongin ikn tanpa apbnkereta cepatekonomi meroketanak g tertarik politikg ngutangdll begitu mempesona g ngibulnya,"[""ni"", ""orang"", ""salut"", ""bener"", ""kalo"", ""ngomong"", ""yakin"", ""bener"", ""padahal"", ""rekam"", ""jejak"", ""omongan"", ""dia"", ""berseliweran"", ""di"", ""media"", ""bisa"", ""di"", ""lihat"", ""sepanjang"", ""masa"", ""ngomonginesemkangomongin"", ""ikn"", ""tanpa"", ""apbnkereta"", ""cepatekonomi"", ""meroketanak"", ""g"", ""tertarik"", ""politikg"", ""ngutangdll"", ""begitu"", ""mempesona"", ""g"", ""ngibulnya""]","[""ni"", ""orang"", ""salut"", ""bener"", ""kalo"", ""ngomong"", ""bener"", ""rekam"", ""jejak"", ""omongan"", ""berseliweran"", ""media"", ""lihat"", ""ngomonginesemkangomongin"", ""ikn"", ""apbnkereta"", ""cepatekonomi"", ""meroketanak"", ""g"", ""tertarik"", ""politikg"", ""ngutangdll"", ""mempesona"", ""g"", ""ngibulnya""]","[""ikn"", ""jejak"", ""kalo"", ""lihat"", ""media"", ""omong"", ""orang"", ""pesona"", ""rekam"", ""salut"", ""seliwer"", ""tarik""]",negatif
ikn iya jalan mas tukang unit,  iya ya mas.. siap. ivestor dr singapura korea sdh ke ikn? esemka yg unit kliatan dijalan ga? apa jangan lo udah dpt bagian t... apa ga ada semua namany jg tukang ngibul,  iya ya mas siap ivestor dr singapura korea sdh ke ikn esemka yg unit kliatan dijalan ga apa jangan lo udah dpt bagian t apa ga ada semua namany jg tukang ngibul,"[""iya"", ""ya"", ""mas"", ""siap"", ""ivestor"", ""dr"", ""singapura"", ""korea"", ""sdh"", ""ke"", ""ikn"", ""esemka"", ""yg"", ""unit"", ""kliatan"", ""dijalan"", ""tidak"", ""apa"", ""jangan"", ""lo"", ""udah"", ""dpt"", ""bagian"", ""t"", ""apa"", ""tidak"", ""ada"", ""semua"", ""namany"", ""jg"", ""tukang"", ""ngibul""]","[""iya"", ""mas"", ""ivestor"", ""dr"", ""singapura"", ""korea"", ""sdh"", ""ikn"", ""esemka"", ""unit"", ""kliatan"", ""dijalan"", ""udah"", ""dpt"", ""t"", ""namany"", ""jg"", ""tukang"", ""ngibul""]","[""ikn"", ""iya"", ""jalan"", ""mas"", ""tukang"", ""unit""]",negatif
coba hasil ikn ikn juli juli kantor kantor seret, jokowi telah berhasil berkantor di ikn juli. joko widodo sedang dicoba diseret oleh inner circle jokowi yang tidak ikut berkantor di ikn juli begitu ?, jokowi telah berhasil berkantor di ikn juli joko widodo sedang dicoba diseret oleh inner circle jokowi yang tidak ikut berkantor di ikn juli begitu ,"[""jokowi"", ""telah"", ""berhasil"", ""berkantor"", ""di"", ""ikn"", ""juli"", ""joko"", ""widodo"", ""sedang"", ""dicoba"", ""diseret"", ""oleh"", ""inner"", ""circle"", ""jokowi"", ""yang"", ""tidak"", ""ikut"", ""berkantor"", ""di"", ""ikn"", ""juli"", ""begitu""]","[""jokowi"", ""berhasil"", ""berkantor"", ""ikn"", ""juli"", ""joko"", ""widodo"", ""dicoba"", ""diseret"", ""inner"", ""circle"", ""jokowi"", ""berkantor"", ""ikn"", ""juli""]","[""coba"", ""hasil"", ""ikn"", ""ikn"", ""juli"", ""juli"", ""kantor"", ""kantor"", ""seret""]",negatif
alamat gang ikn,  alamat ikn bakal menjadi gang dolly kedua,  alamat ikn bakal menjadi gang dolly kedua,"[""alamat"", ""ikn"", ""bakal"", ""menjadi"", ""gang"", ""dolly"", ""kedua""]","[""alamat"", ""ikn"", ""gang"", ""dolly""]","[""alamat"", ""gang"", ""ikn""]",negatif
bahas ikn mending,mending bahas ikn jadinya mangkrak apa gimana?,mending bahas ikn jadinya mangkrak apa gimana,"[""mending"", ""bahas"", ""ikn"", ""jadinya"", ""mangkrak"", ""apa"", ""gimana""]","[""mending"", ""bahas"", ""ikn"", ""mangkrak"", ""gimana""]","[""bahas"", ""ikn"", ""mending""]",negatif
ekonomi harap ikn indonesia perata simbol,ikn adalah simbol harapan baru untuk pemerataan ekonomi indonesia ,ikn adalah simbol harapan baru untuk pemerataan ekonomi indonesia ,"[""ikn"", ""adalah"", ""simbol"", ""harapan"", ""baru"", ""untuk"", ""pemerataan"", ""ekonomi"", ""indonesia""]","[""ikn"", ""simbol"", ""harapan"", ""pemerataan"", ""ekonomi"", ""indonesia""]","[""ekonomi"", ""harap"", ""ikn"", ""indonesia"", ""perata"", ""simbol""]",negatif
bahas gubris ikn kait libat merdeka opini pindah putar redaksi revisi suara tayang,opini saya segera tayang di suara merdeka baru digubris oleh redaksi bahasnya masih seputar asn tapi khususnya terkait pemindahan ke ikn hehehe. cukup banyak yang saya tahu karena  hingga  awal terlibat dalam rapat-rapat bersama k/l dalam revisi perspresnya.,opini saya segera tayang di suara merdeka baru digubris oleh redaksi bahasnya masih seputar asn tapi khususnya terkait pemindahan ke ikn hehehe cukup banyak yang saya tahu karena  hingga  awal terlibat dalam rapatrapat bersama kl dalam revisi perspresnya,"[""opini"", ""saya"", ""segera"", ""tayang"", ""di"", ""suara"", ""merdeka"", ""baru"", ""digubris"", ""oleh"", ""redaksi"", ""bahasnya"", ""masih"", ""seputar"", ""asn"", ""tapi"", ""khususnya"", ""terkait"", ""pemindahan"", ""ke"", ""ikn"", ""hehehe"", ""cukup"", ""banyak"", ""yang"", ""saya"", ""tahu"", ""karena"", ""hingga"", ""awal"", ""terlibat"", ""dalam"", ""rapatrapat"", ""bersama"", ""kl"", ""dalam"", ""revisi"", ""perspresnya""]","[""opini"", ""tayang"", ""suara"", ""merdeka"", ""digubris"", ""redaksi"", ""bahasnya"", ""seputar"", ""asn"", ""terkait"", ""pemindahan"", ""ikn"", ""hehehe"", ""terlibat"", ""rapatrapat"", ""kl"", ""revisi"", ""perspresnya""]","[""bahas"", ""gubris"", ""ikn"", ""kait"", ""libat"", ""merdeka"", ""opini"", ""pindah"", ""putar"", ""redaksi"", ""revisi"", ""suara"", ""tayang""]",negatif
bijak buah ikn prostitusi wajar,ikn itu buah menzinahi kebijakan. jadi wajar kalau jadi tempat prostitusi.,ikn itu buah menzinahi kebijakan jadi wajar kalau jadi tempat prostitusi,"[""ikn"", ""itu"", ""buah"", ""menzinahi"", ""kebijakan"", ""jadi"", ""wajar"", ""kalau"", ""jadi"", ""tempat"", ""prostitusi""]","[""ikn"", ""buah"", ""menzinahi"", ""kebijakan"", ""wajar"", ""prostitusi""]","[""bijak"", ""buah"", ""ikn"", ""prostitusi"", ""wajar""]",negatif
bangun garap ikn investor kota negara nusantara partisipasi proyek tarik,ikn nusantara tarik investor yang akan berpartisipasi menggarap proyek pembangunan ibu kota negara     ,ikn nusantara tarik investor yang akan berpartisipasi menggarap proyek pembangunan ibu kota negara     ,"[""ikn"", ""nusantara"", ""tarik"", ""investor"", ""yang"", ""akan"", ""berpartisipasi"", ""menggarap"", ""proyek"", ""pembangunan"", ""ibu"", ""kota"", ""negara""]","[""ikn"", ""nusantara"", ""tarik"", ""investor"", ""berpartisipasi"", ""menggarap"", ""proyek"", ""pembangunan"", ""kota"", ""negara""]","[""bangun"", ""garap"", ""ikn"", ""investor"", ""kota"", ""negara"", ""nusantara"", ""partisipasi"", ""proyek"", ""tarik""]",negatif
bangun garap ikn investor kota negara nusantara partisipasi proyek tarik,ikn nusantara tarik investor yang akan berpartisipasi menggarap proyek pembangunan ibu kota negara     ,ikn nusantara tarik investor yang akan berpartisipasi menggarap proyek pembangunan ibu kota negara     ,"[""ikn"", ""nusantara"", ""tarik"", ""investor"", ""yang"", ""akan"", ""berpartisipasi"", ""menggarap"", ""proyek"", ""pembangunan"", ""ibu"", ""kota"", ""negara""]","[""ikn"", ""nusantara"", ""tarik"", ""investor"", ""berpartisipasi"", ""menggarap"", ""proyek"", ""pembangunan"", ""kota"", ""negara""]","[""bangun"", ""garap"", ""ikn"", ""investor"", ""kota"", ""negara"", ""nusantara"", ""partisipasi"", ""proyek"", ""tarik""]",negatif
bacot bangun bikin bikin bikin bual buang buang gede ikn kerja khayal lema mangap mangap negara orang sok suka syahwat uang uang utang, apa sih  thn yg orang suka dari kinerja jokowi? *pembual *bikin kpk lema syahwat *buang buang uang demi pembangunan ikn yg sok pinter tapi bikin negara kolap. *esemka yg cuma gede di bacot *uang t padahal itu cuma khayalan semata. *ngumpulin utang bikin mangap mangap apbn., apa sih  thn yg orang suka dari kinerja jokowi pembual bikin kpk lema syahwat buang buang uang demi pembangunan ikn yg sok pinter tapi bikin negara kolap esemka yg cuma gede di bacot uang t padahal itu cuma khayalan semata ngumpulin utang bikin mangap mangap apbn,"[""apa"", ""sih"", ""thn"", ""yg"", ""orang"", ""suka"", ""dari"", ""kinerja"", ""jokowi"", ""pembual"", ""bikin"", ""kpk"", ""lema"", ""syahwat"", ""buang"", ""buang"", ""uang"", ""demi"", ""pembangunan"", ""ikn"", ""yg"", ""sok"", ""pinter"", ""tapi"", ""bikin"", ""negara"", ""kolap"", ""esemka"", ""yg"", ""cuma"", ""gede"", ""di"", ""bacot"", ""uang"", ""t"", ""padahal"", ""itu"", ""cuma"", ""khayalan"", ""semata"", ""ngumpulin"", ""utang"", ""bikin"", ""mangap"", ""mangap"", ""apbn""]","[""thn"", ""orang"", ""suka"", ""kinerja"", ""jokowi"", ""pembual"", ""bikin"", ""kpk"", ""lema"", ""syahwat"", ""buang"", ""buang"", ""uang"", ""pembangunan"", ""ikn"", ""sok"", ""pinter"", ""bikin"", ""negara"", ""kolap"", ""esemka"", ""gede"", ""bacot"", ""uang"", ""t"", ""khayalan"", ""ngumpulin"", ""utang"", ""bikin"", ""mangap"", ""mangap"", ""apbn""]","[""bacot"", ""bangun"", ""bikin"", ""bikin"", ""bikin"", ""bual"", ""buang"", ""buang"", ""gede"", ""ikn"", ""kerja"", ""khayal"", ""lema"", ""mangap"", ""mangap"", ""negara"", ""orang"", ""sok"", ""suka"", ""syahwat"", ""uang"", ""uang"", ""utang""]",negatif
asing bule darat ikn investor megah nan proyek turis,                bukan investor asing yang mendarat di ikn tapi turis bule nyasar selfie di proyek mangkrak nan megah! ,                bukan investor asing yang mendarat di ikn tapi turis bule nyasar selfie di proyek mangkrak nan megah ,"[""bukan"", ""investor"", ""asing"", ""yang"", ""mendarat"", ""di"", ""ikn"", ""tapi"", ""turis"", ""bule"", ""nyasar"", ""selfie"", ""di"", ""proyek"", ""mangkrak"", ""nan"", ""megah""]","[""investor"", ""asing"", ""mendarat"", ""ikn"", ""turis"", ""bule"", ""nyasar"", ""selfie"", ""proyek"", ""mangkrak"", ""nan"", ""megah""]","[""asing"", ""bule"", ""darat"", ""ikn"", ""investor"", ""megah"", ""nan"", ""proyek"", ""turis""]",negatif
antre asing bandara bule darat dolar dompet gelontor ikn ikn impi investor janji kota manis nyata tebal turis,ikn oh ikn janji manis kota impian katanya investor asing antre dompet tebal siap digelontorkan. tapi apa kenyataannya? bukan dolar yang mendarat di bandara melainkan turis bule auuuuuuu ...,ikn oh ikn janji manis kota impian katanya investor asing antre dompet tebal siap digelontorkan tapi apa kenyataannya bukan dolar yang mendarat di bandara melainkan turis bule auuuuuuu ,"[""ikn"", ""oh"", ""ikn"", ""janji"", ""manis"", ""kota"", ""impian"", ""katanya"", ""investor"", ""asing"", ""antre"", ""dompet"", ""tebal"", ""siap"", ""digelontorkan"", ""tapi"", ""apa"", ""kenyataannya"", ""bukan"", ""dolar"", ""yang"", ""mendarat"", ""di"", ""bandara"", ""melainkan"", ""turis"", ""bule"", ""auuuuuuu""]","[""ikn"", ""oh"", ""ikn"", ""janji"", ""manis"", ""kota"", ""impian"", ""investor"", ""asing"", ""antre"", ""dompet"", ""tebal"", ""digelontorkan"", ""kenyataannya"", ""dolar"", ""mendarat"", ""bandara"", ""turis"", ""bule"", ""auuuuuuu""]","[""antre"", ""asing"", ""bandara"", ""bule"", ""darat"", ""dolar"", ""dompet"", ""gelontor"", ""ikn"", ""ikn"", ""impi"", ""investor"", ""janji"", ""kota"", ""manis"", ""nyata"", ""tebal"", ""turis""]",negatif
anggar batal biar biaya evaluasi hemat ikn sengaja tim,  mungkin ga ini disengaja oleh tim prabowo execuse biar mbg dievaluasi dan dibatalkan menghemat anggaran... balik buat biayai ikn,  mungkin ga ini disengaja oleh tim prabowo execuse biar mbg dievaluasi dan dibatalkan menghemat anggaran balik buat biayai ikn,"[""mungkin"", ""tidak"", ""ini"", ""disengaja"", ""oleh"", ""tim"", ""prabowo"", ""execuse"", ""biar"", ""mbg"", ""dievaluasi"", ""dan"", ""dibatalkan"", ""menghemat"", ""anggaran"", ""balik"", ""buat"", ""biayai"", ""ikn""]","[""disengaja"", ""tim"", ""prabowo"", ""execuse"", ""biar"", ""mbg"", ""dievaluasi"", ""dibatalkan"", ""menghemat"", ""anggaran"", ""biayai"", ""ikn""]","[""anggar"", ""batal"", ""biar"", ""biaya"", ""evaluasi"", ""hemat"", ""ikn"", ""sengaja"", ""tim""]",negatif
